track_name; track_id; album_name; album_id; artist_name; artist_id; release_date; length; popularity; acousticness; danceability; energy; instrumentalness; liveness; loudness; speechiness; tempo; time_signature; 
Sunrise; 2HQAeoYBn8H72Jo6UyKt6G; Everyday Life; 4dBp8rzdqH9unSndGk6g6o; Coldplay; 4gzpq5DPGxSnKTe4SA8HAU; 2019-11-22; 151093; 24; 0.939; 0.146; 0.216; 0.54; 0.0773; -12.302; 0.0399; 78.045; 4; 
Church; 3eJUFA6IF9YqXstE1hd3GQ; Everyday Life; 4dBp8rzdqH9unSndGk6g6o; Coldplay; 4gzpq5DPGxSnKTe4SA8HAU; 2019-11-22; 230013; 26; 0.00865; 0.449; 0.736; 0.145; 0.147; -6.98; 0.0368; 123.973; 4; 
Trouble in Town; 54XS0PDjYnK85mMByQ03we; Everyday Life; 4dBp8rzdqH9unSndGk6g6o; Coldplay; 4gzpq5DPGxSnKTe4SA8HAU; 2019-11-22; 278906; 29; 0.432; 0.603; 0.308; 0.732; 0.111; -11.442; 0.0291; 96.032; 4; 
BrokEn; 7tB5i1UdZnzMMIJhdeXlNq; Everyday Life; 4dBp8rzdqH9unSndGk6g6o; Coldplay; 4gzpq5DPGxSnKTe4SA8HAU; 2019-11-22; 150200; 23; 0.923; 0.55; 0.271; 0; 0.147; -11.836; 0.0495; 130.151; 4; 
Daddy; 7kWsEOUrlBnR2ITKnqNYuo; Everyday Life; 4dBp8rzdqH9unSndGk6g6o; Coldplay; 4gzpq5DPGxSnKTe4SA8HAU; 2019-11-22; 298320; 28; 0.931; 0.633; 0.18; 0.801; 0.513; -19.54; 0.034; 116.981; 4; 
WOTW POTP; 0s4HHbfHJuvC25U5BQoY28; Everyday Life; 4dBp8rzdqH9unSndGk6g6o; Coldplay; 4gzpq5DPGxSnKTe4SA8HAU; 2019-11-22; 76933; 20; 0.935; 0.692; 0.294; 0.929; 0.116; -15.483; 0.248; 133.686; 4; 
Arabesque; 1yQhKMf4RKZYv9xDtY2HYT; Everyday Life; 4dBp8rzdqH9unSndGk6g6o; Coldplay; 4gzpq5DPGxSnKTe4SA8HAU; 2019-11-22; 340280; 28; 0.000114; 0.403; 0.836; 0.854; 0.373; -7.734; 0.0552; 172.024; 4; 
When I Need A Friend; 34zYBKIXJD7AO3XoygjdOm; Everyday Life; 4dBp8rzdqH9unSndGk6g6o; Coldplay; 4gzpq5DPGxSnKTe4SA8HAU; 2019-11-22; 155000; 22; 0.921; 0.141; 0.28; 0.368; 0.135; -18.225; 0.0618; 64.501; 4; 
Guns; 7c3iZEcAtEnz3Ew7qQhghi; Everyday Life; 4dBp8rzdqH9unSndGk6g6o; Coldplay; 4gzpq5DPGxSnKTe4SA8HAU; 2019-11-22; 115080; 25; 0.773; 0.458; 0.562; 0.243; 0.138; -8.446; 0.0327; 131.384; 4; 
Orphans; 6qQErqahQ4YWT841F7dV56; Everyday Life; 4dBp8rzdqH9unSndGk6g6o; Coldplay; 4gzpq5DPGxSnKTe4SA8HAU; 2019-11-22; 197533; 25; 0.0258; 0.503; 0.808; 0.00149; 0.557; -5.051; 0.0451; 107.973; 4; 
Èkó; 41I6D0eHongsAtJrJRaTiU; Everyday Life; 4dBp8rzdqH9unSndGk6g6o; Coldplay; 4gzpq5DPGxSnKTe4SA8HAU; 2019-11-22; 157866; 22; 0.722; 0.341; 0.365; 0.00194; 0.184; -13.871; 0.0322; 182.995; 3; 
Cry Cry Cry; 4a01t5uGbImj3tqdpsXZBF; Everyday Life; 4dBp8rzdqH9unSndGk6g6o; Coldplay; 4gzpq5DPGxSnKTe4SA8HAU; 2019-11-22; 167280; 27; 0.89; 0.491; 0.262; 0.288; 0.207; -10.458; 0.0572; 204.52; 3; 
Old Friends; 71fbBfMQgUovPGfOBRK2HT; Everyday Life; 4dBp8rzdqH9unSndGk6g6o; Coldplay; 4gzpq5DPGxSnKTe4SA8HAU; 2019-11-22; 146946; 21; 0.943; 0.476; 0.18; 0.235; 0.138; -17.499; 0.0346; 134.025; 5; 
بنی آدم; 7EfEimN9OWxbCKvv2jDEXa; Everyday Life; 4dBp8rzdqH9unSndGk6g6o; Coldplay; 4gzpq5DPGxSnKTe4SA8HAU; 2019-11-22; 194666; 22; 0.758; 0.393; 0.301; 0.764; 0.161; -20.428; 0.0497; 140.438; 3; 
Champion Of The World; 2Ne9aiyDTwyPyONOdUZ3C8; Everyday Life; 4dBp8rzdqH9unSndGk6g6o; Coldplay; 4gzpq5DPGxSnKTe4SA8HAU; 2019-11-22; 257546; 33; 0.00276; 0.503; 0.594; 0.0102; 0.109; -7.095; 0.0263; 108.9; 4; 
Everyday Life; 3l80ChsWwZKAog5KSmcdIG; Everyday Life; 4dBp8rzdqH9unSndGk6g6o; Coldplay; 4gzpq5DPGxSnKTe4SA8HAU; 2019-11-22; 258533; 26; 0.775; 0.512; 0.452; 0.0818; 0.065; -8.991; 0.0292; 124.103; 4; 
A Head Full of Dreams Live in Buenos Aires; 5H8lr4az4Vo3LloH67yVRt; Live in Buenos Aires; 19CvkGjYpifkdwgVJSbog2; Coldplay; 4gzpq5DPGxSnKTe4SA8HAU; 2018-12-07; 299120; 51; 0.0132; 0.32; 0.923; 0.00654; 0.705; -6.33; 0.136; 122.756; 4; 
Yellow Live in Buenos Aires; 2s2Ld1Xm7t88gSVvohNbPL; Live in Buenos Aires; 19CvkGjYpifkdwgVJSbog2; Coldplay; 4gzpq5DPGxSnKTe4SA8HAU; 2018-12-07; 350466; 52; 0.000343; 0.322; 0.873; 0.000698; 0.362; -5.818; 0.0639; 91.033; 4; 
Every Teardrop Is a Waterfall Live in Buenos Aires; 4Q0yfgpERfkp59Pf2tdI4q; Live in Buenos Aires; 19CvkGjYpifkdwgVJSbog2; Coldplay; 4gzpq5DPGxSnKTe4SA8HAU; 2018-12-07; 244306; 51; 0.00406; 0.397; 0.943; 0; 0.981; -5.619; 0.0663; 118.005; 4; 
The Scientist Live in Buenos Aires; 1aZhbOdRqshLS6uPjiO8Y4; Live in Buenos Aires; 19CvkGjYpifkdwgVJSbog2; Coldplay; 4gzpq5DPGxSnKTe4SA8HAU; 2018-12-07; 388600; 53; 0.105; 0.294; 0.652; 0.00196; 0.378; -7.314; 0.0336; 75.335; 4; 
God Put a Smile upon Your Face Live in Buenos Aires; 2q8WO601qIwLwV4DgXDCiO; Live in Buenos Aires; 19CvkGjYpifkdwgVJSbog2; Coldplay; 4gzpq5DPGxSnKTe4SA8HAU; 2018-12-07; 274053; 48; 0.000615; 0.345; 0.967; 0.000117; 0.89; -4.687; 0.0837; 137.917; 4; 
Paradise Live in Buenos Aires; 314gi4w3RdZxlocdWw0Khr; Live in Buenos Aires; 19CvkGjYpifkdwgVJSbog2; Coldplay; 4gzpq5DPGxSnKTe4SA8HAU; 2018-12-07; 419373; 51; 0.00193; 0.189; 0.872; 0.0187; 0.898; -6.616; 0.051; 138.661; 4; 
Always in My Head Live in Buenos Aires; 0oAchaVoTWj6lXTR6f2dSU; Live in Buenos Aires; 19CvkGjYpifkdwgVJSbog2; Coldplay; 4gzpq5DPGxSnKTe4SA8HAU; 2018-12-07; 221200; 48; 0.00157; 0.46; 0.771; 0.827; 0.975; -7.872; 0.0314; 97.555; 3; 
Magic Live in Buenos Aires; 6EqxH0njjZuuI3gFZN3Z1o; Live in Buenos Aires; 19CvkGjYpifkdwgVJSbog2; Coldplay; 4gzpq5DPGxSnKTe4SA8HAU; 2018-12-07; 285840; 49; 0.0162; 0.474; 0.836; 0.381; 0.748; -6.547; 0.0618; 95.544; 4; 
Everglow Live in Buenos Aires; 4U5Cr41d1K6s48GAndvCdM; Live in Buenos Aires; 19CvkGjYpifkdwgVJSbog2; Coldplay; 4gzpq5DPGxSnKTe4SA8HAU; 2018-12-07; 295373; 50; 0.711; 0.292; 0.434; 0.000205; 0.383; -8.881; 0.033; 154.04; 4; 
Clocks Live in Buenos Aires; 4cHZ7W5R81upaIGZfqWxbB; Live in Buenos Aires; 19CvkGjYpifkdwgVJSbog2; Coldplay; 4gzpq5DPGxSnKTe4SA8HAU; 2018-12-07; 260200; 50; 0.065; 0.448; 0.907; 0.0125; 0.391; -5.253; 0.0531; 130.898; 4; 
Midnight Live in Buenos Aires; 62OqszvOYSuonp6Buj4P74; Live in Buenos Aires; 19CvkGjYpifkdwgVJSbog2; Coldplay; 4gzpq5DPGxSnKTe4SA8HAU; 2018-12-07; 105680; 46; 0.0428; 0.359; 0.768; 0.46; 0.319; -9.32; 0.0431; 126.99; 4; 
Charlie Brown Live in Buenos Aires; 3ksF058sVZ21EgQdRLbUyI; Live in Buenos Aires; 19CvkGjYpifkdwgVJSbog2; Coldplay; 4gzpq5DPGxSnKTe4SA8HAU; 2018-12-07; 284426; 49; 0.00181; 0.312; 0.87; 0.00132; 0.345; -6.634; 0.0503; 138.03; 4; 
Hymn for the Weekend Live in Buenos Aires; 0w6X9iRKrMyDpRRtbu4tE0; Live in Buenos Aires; 19CvkGjYpifkdwgVJSbog2; Coldplay; 4gzpq5DPGxSnKTe4SA8HAU; 2018-12-07; 302946; 49; 0.0399; 0.17; 0.708; 0.00945; 0.354; -6.997; 0.0417; 89.641; 4; 
Fix You Live in Buenos Aires; 7mGJlNOAOmJ5ptkmujg1Gv; Live in Buenos Aires; 19CvkGjYpifkdwgVJSbog2; Coldplay; 4gzpq5DPGxSnKTe4SA8HAU; 2018-12-07; 327466; 62; 0.00534; 0.256; 0.625; 0.00386; 0.179; -7.53; 0.0348; 140.351; 4; 
Viva La Vida Live in Buenos Aires; 4Y9lVjRD82aJOQ2v13UIoF; Live in Buenos Aires; 19CvkGjYpifkdwgVJSbog2; Coldplay; 4gzpq5DPGxSnKTe4SA8HAU; 2018-12-07; 251066; 63; 0.00537; 0.428; 0.948; 1.29e-06; 0.371; -4.655; 0.0934; 138.015; 4; 
Adventure of a Lifetime Live in Buenos Aires; 3ERJLifTcWBFNZRl6QAqEC; Live in Buenos Aires; 19CvkGjYpifkdwgVJSbog2; Coldplay; 4gzpq5DPGxSnKTe4SA8HAU; 2018-12-07; 306546; 49; 0.00297; 0.476; 0.952; 0.013; 0.777; -5.472; 0.0884; 111.98; 4; 
De Música Ligera Live in Buenos Aires; 1aQKPnGNa5vK7aA6lTm4JS; Live in Buenos Aires; 19CvkGjYpifkdwgVJSbog2; Coldplay; 4gzpq5DPGxSnKTe4SA8HAU; 2018-12-07; 369306; 48; 0.00262; 0.196; 0.937; 1.75e-06; 0.397; -5.813; 0.138; 124.401; 4; 
Colour Spectrum Live in Buenos Aires; 5MVyXzR1HARqSkQjhPrNBO; Live in Buenos Aires; 19CvkGjYpifkdwgVJSbog2; Coldplay; 4gzpq5DPGxSnKTe4SA8HAU; 2018-12-07; 117760; 44; 0.763; 0.253; 0.454; 0.892; 0.378; -11.742; 0.0362; 85.508; 4; 
In My Place Live in Buenos Aires; 0o7htzPrB8bP0jnyjiqUdj; Live in Buenos Aires; 19CvkGjYpifkdwgVJSbog2; Coldplay; 4gzpq5DPGxSnKTe4SA8HAU; 2018-12-07; 277800; 46; 0.171; 0.121; 0.699; 0.00104; 0.965; -6.956; 0.043; 78.393; 4; 
Amor Argentina Live in Buenos Aires; 1rAZrYT0Ad4F1RiDaxYknE; Live in Buenos Aires; 19CvkGjYpifkdwgVJSbog2; Coldplay; 4gzpq5DPGxSnKTe4SA8HAU; 2018-12-07; 316200; 43; 0.252; 0.233; 0.675; 0.0181; 0.854; -8.374; 0.0501; 134.173; 4; 
Something Just like This Live in Buenos Aires; 0hreO9tj5yiYftUuVThaea; Live in Buenos Aires; 19CvkGjYpifkdwgVJSbog2; Coldplay; 4gzpq5DPGxSnKTe4SA8HAU; 2018-12-07; 244240; 48; 0.00072; 0.426; 0.859; 0.000775; 0.456; -5.866; 0.0448; 102.913; 4; 
A Sky Full of Stars Live in Buenos Aires; 1EMFnyhETKfI52uhI4baGY; Live in Buenos Aires; 19CvkGjYpifkdwgVJSbog2; Coldplay; 4gzpq5DPGxSnKTe4SA8HAU; 2018-12-07; 276360; 49; 0.00255; 0.415; 0.808; 0.000606; 0.982; -6.596; 0.0367; 124.893; 4; 
UpUp Live in Buenos Aires; 3glegOEXSkk8HanJe7ZB08; Live in Buenos Aires; 19CvkGjYpifkdwgVJSbog2; Coldplay; 4gzpq5DPGxSnKTe4SA8HAU; 2018-12-07; 525706; 47; 0.0115; 0.108; 0.82; 2.41e-05; 0.659; -5.61; 0.075; 67.092; 3; 
End Credits Live in Buenos Aires; 6c64ANGY0NfO2YMpbcJUOR; Live in Buenos Aires; 19CvkGjYpifkdwgVJSbog2; Coldplay; 4gzpq5DPGxSnKTe4SA8HAU; 2018-12-07; 123240; 42; 0.000119; 0.156; 0.217; 0.929; 0.102; -18.429; 0.0451; 74.901; 4; 
