track_name; track_id; album_name; album_id; artist_name; artist_id; release_date; length; popularity; acousticness; danceability; energy; instrumentalness; liveness; loudness; speechiness; tempo; time_signature; 
Cherokee Live; 5c3lZ6ck6L0hxrrbJFVsKt; The Final Countdown 30th Anniversary Show Live At The Roundhouse; 6rHy3jkHJyTqsU3dLQxyhi; Europe; 7Js6Lde8thlIHXggv2SCBz; 2017-07-21; 253600; 19; 0.00593; 0.54; 0.961; 0.000618; 0.32; -3.426; 0.0536; 114.376; 4; 
Time Has Come Live; 06uR6yM0TDfwEMEKznvh6i; The Final Countdown 30th Anniversary Show Live At The Roundhouse; 6rHy3jkHJyTqsU3dLQxyhi; Europe; 7Js6Lde8thlIHXggv2SCBz; 2017-07-21; 266560; 15; 0.00827; 0.339; 0.837; 0.000468; 0.339; -3.64; 0.0422; 171.983; 4; 
Heart of Stone Live; 6O6k7YTU5XzwJ0CLPh2Oh2; The Final Countdown 30th Anniversary Show Live At The Roundhouse; 6rHy3jkHJyTqsU3dLQxyhi; Europe; 7Js6Lde8thlIHXggv2SCBz; 2017-07-21; 230146; 15; 0.012; 0.508; 0.963; 3.89e-05; 0.799; -3.037; 0.0496; 113.274; 4; 
On the Loose Live; 5vdFfmZof2VFj614gx0MMp; The Final Countdown 30th Anniversary Show Live At The Roundhouse; 6rHy3jkHJyTqsU3dLQxyhi; Europe; 7Js6Lde8thlIHXggv2SCBz; 2017-07-21; 192373; 14; 0.0184; 0.333; 0.981; 0.000126; 0.959; -3.315; 0.121; 172.25; 4; 
Love Chaser Live; 7CzGQLzE4UIvDMS5WlahVI; The Final Countdown 30th Anniversary Show Live At The Roundhouse; 6rHy3jkHJyTqsU3dLQxyhi; Europe; 7Js6Lde8thlIHXggv2SCBz; 2017-07-21; 211733; 14; 0.0158; 0.502; 0.95; 0; 0.677; -3.032; 0.0594; 104.209; 4; 
The Final Countdown Reprise Live; 3bJGIe6kvhiaKuXKLfvufd; The Final Countdown 30th Anniversary Show Live At The Roundhouse; 6rHy3jkHJyTqsU3dLQxyhi; Europe; 7Js6Lde8thlIHXggv2SCBz; 2017-07-21; 176693; 15; 0.0538; 0.238; 0.992; 0.0245; 0.762; -4.051; 0.196; 117.336; 4; 
Hole In My Pocket Live 2016; 0BfKuJ84o3Fg5aP58K3fPX; The Final Countdown 30th Anniversary Show Live At The Roundhouse; 1LSTBcrAkkNQ73ymWvX9pU; Europe; 7Js6Lde8thlIHXggv2SCBz; 2017-07-19; 323266; 5; 0.00726; 0.269; 0.974; 0.0087; 0.908; -3.676; 0.115; 92.471; 4; 
The Second Day Live 2016; 3KEDgvd2xykyzj07R666uA; The Final Countdown 30th Anniversary Show Live At The Roundhouse; 1LSTBcrAkkNQ73ymWvX9pU; Europe; 7Js6Lde8thlIHXggv2SCBz; 2017-07-19; 292493; 5; 0.00692; 0.47; 0.902; 0.000266; 0.735; -3.352; 0.0527; 94.959; 4; 
Praise You Live 2016; 79eJzJ1lmJxnL33fPaGjSO; The Final Countdown 30th Anniversary Show Live At The Roundhouse; 1LSTBcrAkkNQ73ymWvX9pU; Europe; 7Js6Lde8thlIHXggv2SCBz; 2017-07-19; 295693; 0; 0.103; 0.451; 0.839; 0.00153; 0.875; -3.965; 0.0528; 77.014; 4; 
Nothin To Ya Live 2016; 0dT1ZYPifrsQtJnf4PY9ow; The Final Countdown 30th Anniversary Show Live At The Roundhouse; 1LSTBcrAkkNQ73ymWvX9pU; Europe; 7Js6Lde8thlIHXggv2SCBz; 2017-07-19; 243320; 0; 0.0109; 0.52; 0.932; 0.0132; 0.767; -3.476; 0.0493; 91.02; 4; 
California 405 Live 2016; 3eH1SNf5pZZDrZy7ZPMhj0; The Final Countdown 30th Anniversary Show Live At The Roundhouse; 1LSTBcrAkkNQ73ymWvX9pU; Europe; 7Js6Lde8thlIHXggv2SCBz; 2017-07-19; 296000; 0; 0.0135; 0.483; 0.917; 0.0403; 0.634; -3.774; 0.0646; 112.021; 4; 
Angels With Broken Hearts Live 2016; 3jwwTEdcaMPHa9Yx55oGdp; The Final Countdown 30th Anniversary Show Live At The Roundhouse; 1LSTBcrAkkNQ73ymWvX9pU; Europe; 7Js6Lde8thlIHXggv2SCBz; 2017-07-19; 324173; 0; 0.104; 0.397; 0.684; 0.00426; 0.945; -4.567; 0.0313; 72.566; 4; 
Days Of Rock n Roll Live 2016; 7iDF7B12KLpldJBnaB7q7Q; The Final Countdown 30th Anniversary Show Live At The Roundhouse; 1LSTBcrAkkNQ73ymWvX9pU; Europe; 7Js6Lde8thlIHXggv2SCBz; 2017-07-19; 208453; 0; 0.00205; 0.414; 0.984; 0.0247; 0.988; -3.526; 0.0766; 131.151; 4; 
Children Of The Mind Live 2016; 5ZUEQqcmIHEGHuPigJoSWQ; The Final Countdown 30th Anniversary Show Live At The Roundhouse; 1LSTBcrAkkNQ73ymWvX9pU; Europe; 7Js6Lde8thlIHXggv2SCBz; 2017-07-19; 268893; 0; 0.0106; 0.493; 0.899; 0.139; 0.642; -3.707; 0.038; 89.981; 4; 
Rainbow Bridge Live 2016; 0CcGFmCw8ICWyGgH64hruy; The Final Countdown 30th Anniversary Show Live At The Roundhouse; 1LSTBcrAkkNQ73ymWvX9pU; Europe; 7Js6Lde8thlIHXggv2SCBz; 2017-07-19; 292160; 0; 0.00914; 0.317; 0.868; 0.0407; 0.899; -4.226; 0.0509; 100.489; 4; 
Vasastan Live 2016; 2umRIZcJn7FXdhD2tcEjQs; The Final Countdown 30th Anniversary Show Live At The Roundhouse; 1LSTBcrAkkNQ73ymWvX9pU; Europe; 7Js6Lde8thlIHXggv2SCBz; 2017-07-19; 241933; 0; 0.285; 0.189; 0.671; 0.82; 0.983; -5.318; 0.033; 104.968; 4; 
Light It Up Live 2016; 77ga2f6qWyCnBb87CMVH6U; The Final Countdown 30th Anniversary Show Live At The Roundhouse; 1LSTBcrAkkNQ73ymWvX9pU; Europe; 7Js6Lde8thlIHXggv2SCBz; 2017-07-19; 337826; 4; 0.00562; 0.43; 0.958; 0.00485; 0.431; -3.276; 0.0665; 132.901; 4; 
War Of Kings Live 2016; 16Cy9dhej1U21URF2KAO59; The Final Countdown 30th Anniversary Show Live At The Roundhouse; 1LSTBcrAkkNQ73ymWvX9pU; Europe; 7Js6Lde8thlIHXggv2SCBz; 2017-07-19; 285120; 0; 0.0099; 0.45; 0.913; 0.116; 0.958; -3.346; 0.0328; 90.996; 4; 
The Final Countdown Live 2016; 0WMyVdfqrk6b34rFrdxb7v; The Final Countdown 30th Anniversary Show Live At The Roundhouse; 1LSTBcrAkkNQ73ymWvX9pU; Europe; 7Js6Lde8thlIHXggv2SCBz; 2017-07-19; 375586; 3; 0.00445; 0.414; 0.962; 0.016; 0.959; -3.567; 0.0814; 117.997; 4; 
Rock The Night Live 2016; 11SpudKUfoPTTKuof30eOV; The Final Countdown 30th Anniversary Show Live At The Roundhouse; 1LSTBcrAkkNQ73ymWvX9pU; Europe; 7Js6Lde8thlIHXggv2SCBz; 2017-07-19; 313186; 1; 0.0162; 0.466; 0.956; 0.000209; 0.877; -3.481; 0.0946; 108.907; 4; 
Carrie Live 2016; 0DIqcGj6AQE3WhKE5jwWLE; The Final Countdown 30th Anniversary Show Live At The Roundhouse; 1LSTBcrAkkNQ73ymWvX9pU; Europe; 7Js6Lde8thlIHXggv2SCBz; 2017-07-19; 306253; 3; 0.239; 0.305; 0.699; 1.16e-05; 0.86; -4.125; 0.0327; 136.302; 4; 
Danger On The Track Live 2016; 7anEh9lCdXXowG6dhh18mm; The Final Countdown 30th Anniversary Show Live At The Roundhouse; 1LSTBcrAkkNQ73ymWvX9pU; Europe; 7Js6Lde8thlIHXggv2SCBz; 2017-07-19; 222386; 0; 0.0234; 0.461; 0.947; 1.57e-06; 0.923; -2.932; 0.0395; 98.914; 4; 
Ninja Live 2016; 7ykvTpjmBFmOMRAUTm3W7y; The Final Countdown 30th Anniversary Show Live At The Roundhouse; 1LSTBcrAkkNQ73ymWvX9pU; Europe; 7Js6Lde8thlIHXggv2SCBz; 2017-07-19; 259120; 1; 0.00355; 0.376; 0.965; 0.000389; 0.843; -3.292; 0.0574; 151.92; 4; 
Cherokee Live 2016; 2BktOOmHKTkpm9Qruiw82t; The Final Countdown 30th Anniversary Show Live At The Roundhouse; 1LSTBcrAkkNQ73ymWvX9pU; Europe; 7Js6Lde8thlIHXggv2SCBz; 2017-07-19; 253600; 1; 0.004; 0.541; 0.961; 0.000631; 0.33; -3.328; 0.0551; 114.375; 4; 
Time Has Come Live 2016; 5l3xV1NSxPYdfzZXG73Gi4; The Final Countdown 30th Anniversary Show Live At The Roundhouse; 1LSTBcrAkkNQ73ymWvX9pU; Europe; 7Js6Lde8thlIHXggv2SCBz; 2017-07-19; 266560; 0; 0.00818; 0.335; 0.848; 0.00116; 0.326; -3.463; 0.0425; 172.039; 4; 
Heart Of Stone Live 2016; 6oc0XepBGOTxhf41PkefEa; The Final Countdown 30th Anniversary Show Live At The Roundhouse; 1LSTBcrAkkNQ73ymWvX9pU; Europe; 7Js6Lde8thlIHXggv2SCBz; 2017-07-19; 230146; 0; 0.0105; 0.511; 0.967; 2.39e-05; 0.801; -2.94; 0.0427; 113.282; 4; 
On The Loose Live 2016; 7ao1e1aBu41G42Wtazk92s; The Final Countdown 30th Anniversary Show Live At The Roundhouse; 1LSTBcrAkkNQ73ymWvX9pU; Europe; 7Js6Lde8thlIHXggv2SCBz; 2017-07-19; 192373; 0; 0.0152; 0.332; 0.98; 0.000149; 0.96; -3.173; 0.119; 172.261; 4; 
Love Chaser Live 2016; 1jwErOVraJH7Q8ZBBqA6cJ; The Final Countdown 30th Anniversary Show Live At The Roundhouse; 1LSTBcrAkkNQ73ymWvX9pU; Europe; 7Js6Lde8thlIHXggv2SCBz; 2017-07-19; 211733; 0; 0.013; 0.504; 0.954; 0; 0.673; -2.904; 0.0538; 104.135; 4; 
The Final Countdown Reprise Live 2016; 4DiYS3gapjmDXfXqHem1el; The Final Countdown 30th Anniversary Show Live At The Roundhouse; 1LSTBcrAkkNQ73ymWvX9pU; Europe; 7Js6Lde8thlIHXggv2SCBz; 2017-07-19; 176693; 0; 0.0472; 0.215; 0.992; 0.0275; 0.757; -3.927; 0.204; 135.175; 4; 
War Of Kings; 6QowARzZh9kfJMomze8IsB; War of Kings Special Edition; 0UG3t2Ki2dy4u6c75HqH64; Europe; 7Js6Lde8thlIHXggv2SCBz; 2016-01-15; 276020; 28; 0.00138; 0.368; 0.81; 0.00519; 0.187; -6.435; 0.0404; 91.116; 4; 
Hole In My Pocket; 2MqbTNwPoNhENm29u4uxxH; War of Kings Special Edition; 0UG3t2Ki2dy4u6c75HqH64; Europe; 7Js6Lde8thlIHXggv2SCBz; 2016-01-15; 222344; 15; 0.00873; 0.426; 0.948; 1.03e-05; 0.327; -5.224; 0.111; 92.511; 4; 
Second Day; 7oYX2VVywVo3hLzf9cLwKH; War of Kings Special Edition; 0UG3t2Ki2dy4u6c75HqH64; Europe; 7Js6Lde8thlIHXggv2SCBz; 2016-01-15; 323583; 14; 0.0195; 0.471; 0.827; 2.61e-05; 0.094; -6.849; 0.041; 95.021; 4; 
Praise You; 5s85ufIfbQbjXVrVkdNuHS; War of Kings Special Edition; 0UG3t2Ki2dy4u6c75HqH64; Europe; 7Js6Lde8thlIHXggv2SCBz; 2016-01-15; 274285; 26; 0.016; 0.35; 0.698; 0.00355; 0.351; -7.382; 0.0389; 153.233; 4; 
Nothin To Ya; 3Pl2DTNY7bBKmNwte6Ur0q; War of Kings Special Edition; 0UG3t2Ki2dy4u6c75HqH64; Europe; 7Js6Lde8thlIHXggv2SCBz; 2016-01-15; 234937; 13; 0.00231; 0.271; 0.876; 0.277; 0.14; -5.876; 0.063; 181.896; 4; 
California 405; 44XM4nG81TJidwJREiId55; War of Kings Special Edition; 0UG3t2Ki2dy4u6c75HqH64; Europe; 7Js6Lde8thlIHXggv2SCBz; 2016-01-15; 271279; 13; 0.0022; 0.422; 0.856; 0.0538; 0.0869; -7.624; 0.0516; 112.03; 4; 
Days of Rock n Roll; 0iH9nPkd6hVlU4EUPBZiTi; War of Kings Special Edition; 0UG3t2Ki2dy4u6c75HqH64; Europe; 7Js6Lde8thlIHXggv2SCBz; 2016-01-15; 185468; 16; 0.00843; 0.429; 0.927; 0.00234; 0.318; -6.849; 0.0877; 130.921; 4; 
Children Of The Mind; 203bVcNunmwQuHrTNm06c6; War of Kings Special Edition; 0UG3t2Ki2dy4u6c75HqH64; Europe; 7Js6Lde8thlIHXggv2SCBz; 2016-01-15; 270960; 13; 0.00253; 0.427; 0.863; 0.366; 0.182; -6.142; 0.0547; 89.937; 4; 
Rainbow Bridge; 05zBjoZV8eJdr2Hd679wMK; War of Kings Special Edition; 0UG3t2Ki2dy4u6c75HqH64; Europe; 7Js6Lde8thlIHXggv2SCBz; 2016-01-15; 196015; 11; 0.0261; 0.445; 0.869; 0.0189; 0.213; -5.57; 0.0414; 95.105; 4; 
Angels With Broken Hearts; 1wjwAwbes0QPCtJE1MZTA1; War of Kings Special Edition; 0UG3t2Ki2dy4u6c75HqH64; Europe; 7Js6Lde8thlIHXggv2SCBz; 2016-01-15; 319195; 27; 0.463; 0.324; 0.53; 0.000354; 0.154; -8.295; 0.0279; 135.17; 4; 
Light It Up; 2XV77yV5rRMUjz1DFuT0ru; War of Kings Special Edition; 0UG3t2Ki2dy4u6c75HqH64; Europe; 7Js6Lde8thlIHXggv2SCBz; 2016-01-15; 370115; 11; 0.00155; 0.358; 0.903; 0.145; 0.0636; -6.943; 0.0981; 132.851; 4; 
Vasastan Instrumental; 6IrdoXcZM3zdYctd71eQQ1; War of Kings Special Edition; 0UG3t2Ki2dy4u6c75HqH64; Europe; 7Js6Lde8thlIHXggv2SCBz; 2016-01-15; 311472; 12; 0.144; 0.154; 0.482; 0.285; 0.116; -9.994; 0.0477; 94.09; 4; 
War of Kings Live at WACKEN 2015; 28VliAuphIueTWrBikC9K6; War of Kings Special Edition; 0UG3t2Ki2dy4u6c75HqH64; Europe; 7Js6Lde8thlIHXggv2SCBz; 2016-01-15; 289188; 10; 0.00807; 0.475; 0.852; 0.0527; 0.948; -8.753; 0.0359; 91.026; 4; 
Hole In My Pocket Live at WACKEN 2015; 3M5bGw8o1u8m6j9m75sYpK; War of Kings Special Edition; 0UG3t2Ki2dy4u6c75HqH64; Europe; 7Js6Lde8thlIHXggv2SCBz; 2016-01-15; 230630; 9; 0.00245; 0.425; 0.969; 0.00156; 0.963; -8.446; 0.0699; 92.493; 4; 
Superstitious Live at WACKEN 2015; 5C8VrFggONEXVfJSHpTHny; War of Kings Special Edition; 0UG3t2Ki2dy4u6c75HqH64; Europe; 7Js6Lde8thlIHXggv2SCBz; 2016-01-15; 347815; 13; 0.057; 0.419; 0.7; 0.00041; 0.98; -9.772; 0.0365; 92.929; 4; 
Scream of Anger Live at WACKEN 2015; 29ydvMBjcO9ijg4X66fmqZ; War of Kings Special Edition; 0UG3t2Ki2dy4u6c75HqH64; Europe; 7Js6Lde8thlIHXggv2SCBz; 2016-01-15; 275892; 10; 0.000112; 0.231; 0.966; 0.0114; 0.934; -9.276; 0.0467; 107.17; 4; 
Last Look At Eden Live at WACKEN 2015; 0jKTDQi2ta72JRpGoDjbYL; War of Kings Special Edition; 0UG3t2Ki2dy4u6c75HqH64; Europe; 7Js6Lde8thlIHXggv2SCBz; 2016-01-15; 286074; 11; 0.00343; 0.419; 0.885; 0.00786; 0.978; -9.149; 0.0389; 82.983; 4; 
