track_name; track_id; album_name; album_id; artist_name; artist_id; release_date; length; popularity; acousticness; danceability; energy; instrumentalness; liveness; loudness; speechiness; tempo; time_signature; 
Atención; 1AzcYMcgBhOL6jV5XThXIf; Kisses; 5yV6JVfsLGdi3QMclVkvMW; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2019-04-05; 160000; 28; 0.00158; 0.815; 0.784; 2.3e-05; 0.216; -5.502; 0.146; 156.042; 4; 
Banana; 7eeLYvJsK5QiDeX1loY9rW; Kisses; 5yV6JVfsLGdi3QMclVkvMW; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2019-04-05; 195619; 42; 0.0195; 0.752; 0.681; 0; 0.0353; -6.684; 0.299; 73.233; 4; 
Onda diferente feat Papatinho; 4112C7r91ej3QaXiw7pJKc; Kisses; 5yV6JVfsLGdi3QMclVkvMW; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2019-04-05; 160900; 39; 0.333; 0.705; 0.721; 0; 0.101; -5.545; 0.514; 75.132; 4; 
Sin miedo; 0ftP0HrE7xbo81SAwq9HXu; Kisses; 5yV6JVfsLGdi3QMclVkvMW; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2019-04-05; 191362; 31; 0.324; 0.82; 0.772; 0; 0.0878; -1.781; 0.0663; 99.961; 4; 
Poquito; 3ZjmloY4fJkfs9qYH82Oau; Kisses; 5yV6JVfsLGdi3QMclVkvMW; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2019-04-05; 175670; 37; 0.509; 0.701; 0.852; 0; 0.309; -4.03; 0.126; 144.837; 4; 
Tu y yo; 15PeomP6vDX3EFToJxgZRF; Kisses; 5yV6JVfsLGdi3QMclVkvMW; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2019-04-05; 206701; 29; 0.376; 0.427; 0.65; 0; 0.218; -6.007; 0.0514; 84.159; 4; 
Get To Know Me; 6G3fjiU4oDaEKdOR5fzsMB; Kisses; 5yV6JVfsLGdi3QMclVkvMW; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2019-04-05; 162139; 30; 0.251; 0.634; 0.84; 0; 0.623; -3.554; 0.042; 170.007; 4; 
Rosa; 3MdFCGpaAbBGgohbKAnlpF; Kisses; 5yV6JVfsLGdi3QMclVkvMW; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2019-04-05; 166156; 32; 0.449; 0.687; 0.673; 0; 0.0746; -4.078; 0.0771; 87.932; 4; 
Juego; 3Aj45ui1fLUaDLwzYGZ9MP; Kisses; 5yV6JVfsLGdi3QMclVkvMW; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2019-04-05; 192324; 33; 0.0827; 0.815; 0.828; 2.2e-06; 0.134; -3.278; 0.163; 176.086; 4; 
Você mentiu; 51RD9ZadNXepSPBdDrAmNa; Kisses; 5yV6JVfsLGdi3QMclVkvMW; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2019-04-05; 179268; 28; 0.648; 0.809; 0.328; 1.51e-05; 0.107; -11.966; 0.0351; 82.01; 4; 
Bang; 1Cml3fnCNLZUC1EEtkcgVb; Bang; 2xtRHrXduvq6S7rrzmS0dK; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2015-10-13; 190280; 57; 0.18; 0.896; 0.847; 0.019; 0.0679; -4.005; 0.0414; 104.996; 4; 
Deixa ele sofrer; 5UE8e9VTMmv5fjGXLETjCf; Bang; 2xtRHrXduvq6S7rrzmS0dK; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2015-10-13; 171546; 50; 0.0508; 0.682; 0.724; 1.37e-06; 0.0795; -4.449; 0.101; 194.026; 4; 
Cravo e canela Participação especial de Vitin; 3hjBYlefZoLMMvziRtYZuM; Bang; 2xtRHrXduvq6S7rrzmS0dK; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2015-10-13; 200506; 51; 0.273; 0.658; 0.777; 0; 0.0906; -6.596; 0.0526; 155.909; 4; 
Parei; 3yVhHc4iM8zbahpTI782Ei; Bang; 2xtRHrXduvq6S7rrzmS0dK; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2015-10-13; 153586; 41; 0.26; 0.843; 0.943; 1.43e-05; 0.0806; -2.174; 0.0553; 133.053; 4; 
Essa mina é louca Participação especial de Jhama; 5Bn6W4bwH7Bw5nMvn8V4xF; Bang; 2xtRHrXduvq6S7rrzmS0dK; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2015-10-13; 160893; 56; 0.386; 0.645; 0.806; 0; 0.118; -4.543; 0.0844; 189.887; 4; 
Atenção; 77UBpuAOvgi3iTljWuswz2; Bang; 2xtRHrXduvq6S7rrzmS0dK; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2015-10-13; 176133; 40; 0.282; 0.811; 0.902; 0; 0.0779; -4.133; 0.13; 132.948; 4; 
Gosto assim Participação especial de Dubeat; 7CeIxIEh5rGM7iOqfxWcrN; Bang; 2xtRHrXduvq6S7rrzmS0dK; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2015-10-13; 198720; 41; 0.352; 0.777; 0.712; 0; 0.0719; -5.682; 0.229; 143.977; 4; 
Show completo; 4MFJn2mRnWKm0fCge4dy83; Bang; 2xtRHrXduvq6S7rrzmS0dK; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2015-10-13; 157173; 40; 0.0334; 0.818; 0.924; 8.51e-06; 0.076; -3.666; 0.0388; 133.049; 4; 
Volta amor; 2SzpTcsY2jdMDbNkYDtv6Y; Bang; 2xtRHrXduvq6S7rrzmS0dK; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2015-10-13; 154933; 39; 0.66; 0.807; 0.682; 0.00605; 0.0622; -4.231; 0.0394; 176.061; 4; 
Sim Participação especial de Cone Crew Diretoria; 4uGcFswfOPfPfRvHi9KXJR; Bang; 2xtRHrXduvq6S7rrzmS0dK; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2015-10-13; 186826; 45; 0.743; 0.553; 0.532; 0; 0.129; -6.231; 0.0982; 118.516; 5; 
Pode chegar Participação especial de Nego do Borel; 2cFTL0ycAKGxxcz6WGtPHG; Bang; 2xtRHrXduvq6S7rrzmS0dK; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2015-10-13; 186026; 42; 0.362; 0.882; 0.913; 0; 0.0629; -3.314; 0.0598; 132.971; 4; 
Eu sou do tipo; 3X4nQ4LwU6ZVzNEnGpNMTm; Bang; 2xtRHrXduvq6S7rrzmS0dK; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2015-10-13; 138493; 41; 0.369; 0.851; 0.722; 0; 0.128; -6.153; 0.0664; 131.985; 4; 
Deixa a onda te levar; 6QZDugvGSlF7qKtro1GwkY; Bang; 2xtRHrXduvq6S7rrzmS0dK; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2015-10-13; 145120; 39; 0.424; 0.642; 0.88; 0.000141; 0.13; -4.723; 0.0317; 95.989; 4; 
Me leva a sério; 5YKcu1XDsEijBhCjt9zcKL; Bang; 2xtRHrXduvq6S7rrzmS0dK; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2015-10-13; 170733; 40; 0.62; 0.687; 0.547; 0; 0.15; -6.222; 0.0316; 88.035; 4; 
Deixa ele sofrer Acústico; 2KSHzo3IkJePz0uguSx2ug; Bang; 2xtRHrXduvq6S7rrzmS0dK; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2015-10-13; 162840; 44; 0.812; 0.811; 0.545; 0; 0.0795; -6.716; 0.0336; 97.033; 4; 
Porta do centro da terra Ao vivo; 4Upra3sdmiH3I3YKaLDotM; Meu Lugar; 1irawiP1fDHeb7hUNf9wxN; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2014-06-03; 171663; 24; 0.369; 0.182; 0.565; 0.0674; 0.409; -15.333; 0.11; 135.103; 4; 
Não para Ao vivo; 2vgZZ0I1Fed5ECh6UkVs8T; Meu Lugar; 1irawiP1fDHeb7hUNf9wxN; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2014-06-03; 194891; 34; 0.00836; 0.679; 0.939; 0.0285; 0.825; -5.007; 0.0408; 134.985; 4; 
Menina má Ao vivo; 1NU7BDqsDV4VanASPN7HHt; Meu Lugar; 1irawiP1fDHeb7hUNf9wxN; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2014-06-03; 186073; 34; 0.22; 0.689; 0.925; 1.79e-05; 0.821; -4.26; 0.0652; 134.085; 4; 
Proposta Ao vivo; 1wv5vc6wWgjCv61lgrxULx; Meu Lugar; 1irawiP1fDHeb7hUNf9wxN; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2014-06-03; 174476; 31; 0.107; 0.757; 0.962; 0.00425; 0.478; -4.117; 0.0727; 134.057; 4; 
Cachorro eu tenho em casa Ao vivo; 1c6tFqPnZ4fblJFP8eepUB; Meu Lugar; 1irawiP1fDHeb7hUNf9wxN; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2014-06-03; 152154; 29; 0.148; 0.76; 0.947; 9.52e-06; 0.886; -3.967; 0.0724; 132.016; 4; 
Eu sou assim Ao vivo; 5PC5b7Nz8cNYg5H6iErKJo; Meu Lugar; 1irawiP1fDHeb7hUNf9wxN; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2014-06-03; 324224; 27; 0.29; 0.384; 0.948; 0.00491; 0.936; -6.101; 0.0678; 91.014; 4; 
Fica só olhando Ao vivo; 4ml0FnLsmuuBhLEJgJhAU4; Meu Lugar; 1irawiP1fDHeb7hUNf9wxN; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2014-06-03; 243217; 29; 0.227; 0.615; 0.892; 2.35e-05; 0.733; -5.362; 0.056; 133.046; 4; 
Ritmo perfeito Ao vivo; 4EGy87IWtdUyDarWVadga7; Meu Lugar; 1irawiP1fDHeb7hUNf9wxN; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2014-06-03; 174940; 32; 0.541; 0.74; 0.92; 0; 0.581; -4.919; 0.193; 100.026; 4; 
Achei Príncipe de vento Ao vivo; 1f8fefSKc2291T8ZKNG0A9; Meu Lugar; 1irawiP1fDHeb7hUNf9wxN; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2014-06-03; 257456; 26; 0.243; 0.798; 0.958; 2.98e-06; 0.921; -3.558; 0.0921; 133.024; 4; 
Zen Ao vivo; 3DHPD0hBeyaHXGxmNVGqx6; Meu Lugar; 1irawiP1fDHeb7hUNf9wxN; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2014-06-03; 164555; 30; 0.735; 0.658; 0.838; 2.82e-05; 0.956; -6.421; 0.0449; 171.981; 4; 
Quem sabe Ao vivo; 0970jjl5Z0tpjGt77s7ZwZ; Meu Lugar; 1irawiP1fDHeb7hUNf9wxN; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2014-06-03; 223958; 26; 0.713; 0.581; 0.575; 0; 0.978; -7.807; 0.0351; 147.921; 4; 
Musica de amor Ao vivo; 1tCpb2si0PJdNdBIflPOF7; Meu Lugar; 1irawiP1fDHeb7hUNf9wxN; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2014-06-03; 186885; 26; 0.659; 0.699; 0.636; 0; 0.434; -5.575; 0.0249; 100.031; 4; 
Cobertor Participação especial de Projota Ao vivo; 0kqtyu6GLI2RGdanxn7Ne8; Meu Lugar; 1irawiP1fDHeb7hUNf9wxN; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2014-06-03; 186473; 36; 0.411; 0.675; 0.655; 0; 0.893; -8.317; 0.108; 159.909; 4; 
Mulher Participação especial de Projota Ao vivo; 3Bvt2l2PGkqQ4waaX5RyW2; Meu Lugar; 1irawiP1fDHeb7hUNf9wxN; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2014-06-03; 182051; 32; 0.709; 0.542; 0.675; 0; 0.931; -10.444; 0.0502; 169.989; 4; 
Eu vou ficar Remix Ao vivo; 6SClTQ3mFyX4lOCTIgPhgD; Meu Lugar; 1irawiP1fDHeb7hUNf9wxN; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2014-06-03; 151057; 24; 0.0859; 0.685; 0.915; 0.000144; 0.739; -8.839; 0.113; 139.944; 4; 
Tá na mira Ao vivo; 6sxNJnbyuAZN4ySyLrJOvH; Meu Lugar; 1irawiP1fDHeb7hUNf9wxN; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2014-06-03; 186559; 27; 0.305; 0.708; 0.804; 0; 0.778; -4.81; 0.0603; 134.077; 4; 
Meiga e abusada Ao vivo; 1Mja4CZ4Ic3NlXLOyey6Uq; Meu Lugar; 1irawiP1fDHeb7hUNf9wxN; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2014-06-03; 227823; 31; 0.161; 0.75; 0.93; 8.99e-05; 0.961; -5.353; 0.0614; 132.992; 4; 
Na batida Ao vivo; 1D8h1U6pkJxrzn0JSsY4aC; Meu Lugar; 1irawiP1fDHeb7hUNf9wxN; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2014-06-03; 161601; 32; 0.396; 0.79; 0.972; 4e-05; 0.935; -4.515; 0.0708; 133.015; 4; 
Movimento da sanfoninha Ao vivo; 2loApP0kPaim0BTDVP9F26; Meu Lugar; 1irawiP1fDHeb7hUNf9wxN; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2014-06-03; 176608; 60; 0.177; 0.76; 0.999; 0.281; 0.866; -4.007; 0.15; 133.002; 4; 
No meu talento Ao vivo; 7fMCygGG9f0JrNXqGvePNF; Meu Lugar; 1irawiP1fDHeb7hUNf9wxN; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2014-06-03; 164556; 29; 0.33; 0.728; 0.891; 0; 0.535; -4.266; 0.139; 131.0; 4; 
Blá blá blá Ao vivo; 7waJ0wcUDjR7d6ilnOZN4l; Meu Lugar; 1irawiP1fDHeb7hUNf9wxN; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2014-06-03; 172581; 29; 0.248; 0.789; 0.94; 1.76e-05; 0.944; -4.481; 0.046; 131.987; 4; 
Show das Poderosas Ao vivo; 2dhd2YLYfGCwFwUPBQYx7S; Meu Lugar; 1irawiP1fDHeb7hUNf9wxN; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2014-06-03; 259127; 29; 0.127; 0.577; 0.921; 8.98e-05; 0.311; -5.578; 0.116; 134.988; 4; 
Vai e volta; 3wue6Z582aDvNM6YX6iet2; Meu Lugar; 1irawiP1fDHeb7hUNf9wxN; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2014-06-03; 172327; 25; 0.677; 0.711; 0.532; 0; 0.157; -8.083; 0.0323; 98.015; 4; 
Na batida; 3cVDwY9QxKlNVDnkUXrhJM; Meu Lugar; 1irawiP1fDHeb7hUNf9wxN; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2014-06-03; 163568; 36; 0.359; 0.891; 0.95; 3.99e-05; 0.141; -3.956; 0.069; 133.028; 4; 
Musica de amor; 3cee22xqLsfE9hAjcxx20e; Meu Lugar; 1irawiP1fDHeb7hUNf9wxN; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2014-06-03; 185644; 22; 0.57; 0.804; 0.579; 0; 0.11; -4.99; 0.0249; 100.011; 4; 
Cobertor Participação especial de Projota; 34tdjX7GI0wLCC2gLkRz4z; Meu Lugar; 1irawiP1fDHeb7hUNf9wxN; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2014-06-03; 184259; 26; 0.332; 0.765; 0.622; 0; 0.169; -5.915; 0.104; 159.987; 4; 
Mulher Participação especial de Projota; 3FLEJ66KjOtGZ0LqvcHx03; Meu Lugar; 1irawiP1fDHeb7hUNf9wxN; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2014-06-03; 165329; 25; 0.73; 0.686; 0.419; 0; 0.0711; -10.781; 0.059; 169.822; 4; 
Blá blá blá; 1KpNie4Mbh2TBkEjgQTICT; Meu Lugar; 1irawiP1fDHeb7hUNf9wxN; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2014-06-03; 173251; 44; 0.196; 0.894; 0.798; 1.52e-05; 0.137; -5.186; 0.0844; 131.993; 4; 
Quem sabe; 4Z7ZcOmszmcvknxiZIW4PN; Meu Lugar; 1irawiP1fDHeb7hUNf9wxN; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2014-06-03; 223513; 21; 0.692; 0.653; 0.535; 0; 0.129; -7.576; 0.0427; 148.083; 4; 
No meu talento; 44hhNKXZEEeA9JrxwlVe2r; Meu Lugar; 1irawiP1fDHeb7hUNf9wxN; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2014-06-03; 164802; 29; 0.234; 0.843; 0.804; 0; 0.0765; -3.383; 0.0866; 131.053; 4; 
Ritmo perfeito; 2NOTK05utxufaTUs20CvQu; Meu Lugar; 1irawiP1fDHeb7hUNf9wxN; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2014-06-03; 176421; 25; 0.391; 0.806; 0.889; 0; 0.147; -3.62; 0.134; 100.017; 4; 
Na batida; 59LD1epqw721Bt4aPuYaRk; Ritmo Perfeito; 4QTjlWk0JCR6w5S1ZVitkJ; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2014-06-03; 163568; 49; 0.359; 0.891; 0.95; 3.99e-05; 0.141; -3.956; 0.069; 133.028; 4; 
Ritmo perfeito; 32sOGrAJfrL9x8xipYic7X; Ritmo Perfeito; 4QTjlWk0JCR6w5S1ZVitkJ; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2014-06-03; 176421; 41; 0.391; 0.806; 0.889; 0; 0.147; -3.62; 0.134; 100.017; 4; 
Musica de amor; 70a6mGZbNFPyvGBjtOALSS; Ritmo Perfeito; 4QTjlWk0JCR6w5S1ZVitkJ; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2014-06-03; 185644; 30; 0.57; 0.804; 0.579; 0; 0.11; -4.99; 0.0249; 100.011; 4; 
Cobertor Participação especial de Projota; 1EU5suqjDDFtYZ7Y72wyMS; Ritmo Perfeito; 4QTjlWk0JCR6w5S1ZVitkJ; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2014-06-03; 184259; 54; 0.332; 0.765; 0.622; 0; 0.169; -5.915; 0.104; 159.987; 4; 
Mulher Participação especial de Projota; 2TbI4gmIBQfS3WsQCgO9nM; Ritmo Perfeito; 4QTjlWk0JCR6w5S1ZVitkJ; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2014-06-03; 165329; 32; 0.73; 0.686; 0.419; 0; 0.0711; -10.781; 0.059; 169.822; 4; 
No meu talento; 7jRUdZeS3OmEwVcNpA9eBZ; Ritmo Perfeito; 4QTjlWk0JCR6w5S1ZVitkJ; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2014-06-03; 164802; 33; 0.234; 0.843; 0.804; 0; 0.0765; -3.383; 0.0866; 131.053; 4; 
Blá blá blá; 46O4u2gtLI42BP3qjizCyd; Ritmo Perfeito; 4QTjlWk0JCR6w5S1ZVitkJ; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2014-06-03; 173251; 32; 0.196; 0.894; 0.798; 1.52e-05; 0.137; -5.186; 0.0844; 131.993; 4; 
Quem sabe; 2a70mgPFzlOgnF3i7cxO7l; Ritmo Perfeito; 4QTjlWk0JCR6w5S1ZVitkJ; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2014-06-03; 223513; 27; 0.692; 0.653; 0.535; 0; 0.129; -7.576; 0.0427; 148.083; 4; 
Vai e volta; 0EbCr1zJ6ucBieuNBd9Z9T; Ritmo Perfeito; 4QTjlWk0JCR6w5S1ZVitkJ; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2014-06-03; 172327; 26; 0.677; 0.711; 0.532; 0; 0.157; -8.083; 0.0323; 98.015; 4; 
Blá blá blá Extended Remix; 4Gqnv8bnvVfYrGbu3MuuYi; Ritmo Perfeito; 4QTjlWk0JCR6w5S1ZVitkJ; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2014-06-03; 205594; 23; 0.0352; 0.967; 0.772; 1.25e-05; 0.0792; -3.291; 0.085; 131.995; 4; 
Zen feat Rasel; 2D1SDJrpfNQBk5zx1ADCiO; Ritmo Perfeito; 4QTjlWk0JCR6w5S1ZVitkJ; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2014-06-03; 168441; 41; 0.762; 0.776; 0.569; 0; 0.0954; -7.824; 0.0641; 170.085; 4; 
No meu talento Participação especial de MC Guimê; 0SJp4OIdSFE4xenhlGoKLU; Ritmo Perfeito; 4QTjlWk0JCR6w5S1ZVitkJ; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2014-06-03; 178164; 43; 0.256; 0.816; 0.812; 0; 0.0747; -4.071; 0.195; 131.016; 4; 
Show das Poderosas; 0ZP1rioDfuzQLLDRNZvIhJ; Anitta; 512wE9gJZsB4iSVgVWOAKp; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2013-02-06; 150933; 12; 0.205; 0.806; 0.694; 0; 0.0447; -7.857; 0.104; 132.97; 4; 
Meiga e abusada; 1nYVyYqD3mXf59pZCskeBV; Anitta; 512wE9gJZsB4iSVgVWOAKp; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2013-02-06; 229320; 7; 0.269; 0.773; 0.837; 0; 0.0452; -5.264; 0.155; 130.02; 4; 
Tá na mira; 39yGOtazPnt4fP7uFwkJwN; Anitta; 512wE9gJZsB4iSVgVWOAKp; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2013-02-06; 171360; 5; 0.0344; 0.856; 0.672; 0; 0.0646; -4.893; 0.126; 132.053; 4; 
Zen; 3Me5GSCg8O1GYdNnco52AZ; Anitta; 512wE9gJZsB4iSVgVWOAKp; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2013-02-06; 165106; 6; 0.768; 0.79; 0.571; 2.13e-06; 0.095; -6.83; 0.049; 170.079; 4; 
Achei; 2RhaYL0MaS4i2ZuoEp97tC; Anitta; 512wE9gJZsB4iSVgVWOAKp; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2013-02-06; 161586; 3; 0.12; 0.919; 0.757; 0.00152; 0.0613; -6.123; 0.0534; 133.012; 4; 
Menina má; 1VkmNWQI44qPKdSFodwYro; Anitta; 512wE9gJZsB4iSVgVWOAKp; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2013-02-06; 175626; 5; 0.382; 0.748; 0.902; 0; 0.154; -4.973; 0.119; 130.103; 4; 
Principe de vento; 29OSOjyoRpLntv9OXDemUO; Anitta; 512wE9gJZsB4iSVgVWOAKp; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2013-02-06; 149666; 2; 0.0476; 0.92; 0.706; 1.84e-06; 0.081; -5.545; 0.122; 130.549; 4; 
Não para; 5QxC0F5u79NdToX5W2u7RR; Anitta; 512wE9gJZsB4iSVgVWOAKp; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2013-02-06; 193626; 5; 0.0933; 0.811; 0.729; 1.31e-05; 0.0904; -5.358; 0.0467; 133.086; 4; 
Eu sou assim; 66FdBdxzV6z3Q2ZXxMJnaK; Anitta; 512wE9gJZsB4iSVgVWOAKp; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2013-02-06; 183933; 3; 0.306; 0.745; 0.802; 6.46e-06; 0.0783; -5.439; 0.0386; 91.044; 4; 
Fica só olhando; 7AcE3KLhsnjsg3THAO4O2w; Anitta; 512wE9gJZsB4iSVgVWOAKp; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2013-02-06; 166266; 3; 0.239; 0.517; 0.856; 0; 0.0429; -5.495; 0.151; 129.968; 4; 
Proposta; 0nAI3exzl9knDk4r10v8MO; Anitta; 512wE9gJZsB4iSVgVWOAKp; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2013-02-06; 167773; 3; 0.219; 0.863; 0.867; 1.82e-05; 0.118; -5.67; 0.129; 130.004; 4; 
Cachorro eu tenho em casa; 6Kp34Iy21gmqLs0uGmXXeH; Anitta; 512wE9gJZsB4iSVgVWOAKp; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2013-02-06; 151546; 3; 0.166; 0.861; 0.87; 0; 0.306; -4.198; 0.139; 130.054; 4; 
Som do coração; 2IA63PsnYe4esKruvRawx9; Anitta; 512wE9gJZsB4iSVgVWOAKp; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2013-02-06; 198893; 2; 0.347; 0.808; 0.572; 0; 0.12; -7.95; 0.0354; 129.993; 4; 
Eu vou ficar; 5wtH5o8YAh8WuqIvSJeWKT; Anitta; 512wE9gJZsB4iSVgVWOAKp; Anitta; 7FNnA9vBm6EKceENgCGRMb; 2013-02-06; 179013; 5; 0.311; 0.817; 0.95; 0; 0.174; -4.409; 0.103; 130.082; 4; 
